# Yale Bright Star Catalogue (BSC5), Hoffleit & Warren 1991, ADC/CDS V/50.
# Trimmed for the Simathon 02 demo. Source: tdc-www.harvard.edu/catalogs/bsc5.dat.gz
# ra_deg,dec_deg,vmag,b_v,dist_pc   (dist_pc = 0 means no usable parallax)
160.32333,-59.67694,6.420,0.080,0.0
160.75750,26.32556,5.510,0.170,0.0
160.63042,-13.97500,6.240,1.540,0.0
160.88708,46.20389,5.180,0.330,47.6
160.85417,23.18833,5.080,0.040,62.5
160.83708,4.74778,5.790,1.170,333.3
160.68000,-32.71583,5.640,0.000,0.0
161.26667,67.41139,6.000,2.390,0.0
160.55833,-64.46639,4.820,-0.140,0.0
161.06042,19.75861,6.270,0.170,0.0
160.66917,-59.21583,5.380,0.260,0.0
160.73917,-64.39444,2.760,-0.220,0.0
160.88375,-60.56667,4.570,1.710,50.0
161.28917,2.48806,6.280,1.210,0.0
161.59375,57.36583,6.340,1.560,0.0
161.46625,30.68222,5.240,-0.060,0.0
160.96333,-64.24889,5.770,0.000,0.0
161.02875,-63.96111,4.820,-0.130,0.0
160.46375,-79.78333,5.970,-0.070,0.0
161.52375,6.37306,6.370,1.120,0.0
161.60208,18.89139,5.490,1.120,0.0
161.60542,14.19472,5.480,0.910,0.0
161.26500,-59.68417,6.210,0.610,0.0
161.08083,-70.86000,6.260,0.200,0.0
161.13375,-70.85500,6.460,0.230,0.0
161.11042,-72.44389,6.270,0.490,0.0
161.71667,-17.29667,5.420,0.110,0.0
162.20833,65.13222,6.390,-0.020,0.0
161.69250,-49.42000,2.690,0.900,45.5
161.57000,-60.60333,6.250,0.040,0.0
161.90833,-15.26194,6.670,-0.010,83.3
161.56875,-64.51500,5.340,-0.100,0.0
161.62375,-64.26333,5.230,-0.070,0.0
161.73958,-56.75722,5.230,-0.080,0.0
161.71333,-64.38333,4.850,-0.150,0.0
162.23833,29.41583,6.150,1.150,26.3
162.16917,-1.95889,5.930,1.600,0.0
162.05917,-31.68833,5.880,0.030,0.0
161.91125,-57.46778,6.360,1.620,0.0
162.31417,10.54528,5.340,0.030,142.9
162.02250,-59.91917,6.000,0.270,0.0
162.32208,-4.02417,6.610,0.220,90.9
162.47375,27.97389,6.040,0.370,0.0
161.31542,-80.46972,5.470,0.950,333.3
162.40625,-16.19361,3.110,1.250,35.7
162.43125,-9.85278,5.860,1.070,0.0
161.44500,-80.54028,4.450,-0.190,0.0
162.79625,56.58222,5.670,1.120,0.0
162.84875,59.32000,5.580,1.140,0.0
162.57542,-8.89778,5.790,0.160,0.0
162.48750,-34.05806,5.610,0.040,0.0
162.35042,-59.32361,5.910,0.000,100.0
162.77250,-3.09250,5.950,1.480,0.0
163.12833,52.56528,6.650,0.000,0.0
163.13292,52.50361,6.440,1.110,0.0
163.37792,69.85389,5.930,0.990,34.5
163.05708,1.02528,6.380,0.080,0.0
163.15042,-0.20139,6.310,1.500,0.0
163.39375,54.58500,5.100,1.360,62.5
163.32792,34.21500,3.830,1.040,41.7
163.49458,43.19000,4.710,-0.050,71.4
163.35375,-2.25528,6.120,0.900,0.0
163.12875,-57.24056,5.250,0.160,0.0
163.37292,-20.13889,5.240,0.470,18.5
163.38708,-15.44556,6.380,1.160,0.0
163.43208,-2.12917,5.450,0.960,0.0
163.67583,25.49083,6.200,0.280,0.0
163.57417,-13.75806,5.660,0.830,0.0
163.74250,34.03472,5.720,1.010,0.0
163.37333,-58.85333,3.780,0.950,16.9
163.93500,33.50694,5.030,1.100,0.0
163.90333,24.74972,4.500,0.010,66.7
163.90542,24.74889,6.300,0.000,66.7
163.79833,-20.66500,6.440,1.100,0.0
163.42500,-70.72028,5.990,-0.020,250.0
163.75417,-42.25111,6.110,-0.080,0.0
164.06042,42.00833,6.030,1.130,37.0
163.92667,0.73694,5.910,0.420,71.4
163.62333,-61.82667,5.930,1.750,0.0
164.00625,6.18528,5.810,1.450,0.0
163.11458,-79.55944,6.330,1.460,0.0
164.07042,22.35167,6.140,1.550,0.0
164.14333,25.50000,6.350,1.030,0.0
163.82167,-60.51694,5.920,1.080,0.0
164.98667,77.77000,6.200,0.970,0.0
164.17958,-37.13778,4.600,1.030,40.0
164.28292,-50.76500,5.910,0.180,0.0
164.82458,51.88222,6.170,1.380,0.0
164.45167,-59.73194,6.110,1.100,0.0
164.86667,40.43028,5.050,0.610,13.9
164.88667,36.09306,6.000,1.590,55.6
164.31542,-75.09972,6.130,1.530,0.0
165.06125,45.52611,5.470,1.470,0.0
164.92125,11.70583,6.550,0.430,0.0
164.80792,-33.73722,5.710,0.370,0.0
165.10667,51.50194,6.430,0.000,0.0
164.87875,-16.35389,5.890,1.630,0.0
165.08583,42.91139,6.020,0.570,52.6
165.27417,63.42111,6.390,0.160,0.0
164.94375,-18.29889,4.080,1.090,32.3
165.21000,39.21222,5.080,0.240,0.0
165.04833,-14.08333,5.880,1.500,0.0
164.80833,-61.32028,6.160,-0.060,0.0
165.14000,3.61750,4.840,1.160,142.9
164.99750,-43.80722,5.810,-0.080,0.0
165.03875,-42.22583,4.390,0.110,333.3
165.18667,6.10139,4.990,0.160,28.6
165.46042,56.38250,2.370,-0.020,18.9
165.03583,-51.81778,6.150,0.180,0.0
165.23833,-15.79278,6.340,1.180,0.0
165.17000,-31.83944,6.070,0.520,0.0
165.45708,-2.48472,4.740,1.620,31.2
165.58250,20.17972,4.420,0.050,58.8
165.93208,61.75083,1.790,1.070,26.3
165.60167,-26.83139,6.230,0.310,0.0
165.81083,-0.75250,6.140,0.260,0.0
164.80375,-81.55611,6.710,0.550,100.0
165.81208,-11.30361,5.500,0.940,0.0
165.90250,-0.00083,5.950,1.220,0.0
165.81708,-31.96083,6.460,1.620,0.0
165.90208,-13.43444,6.340,0.880,0.0
166.13000,38.24139,6.000,0.160,0.0
166.25417,7.33611,4.630,0.330,34.5
166.13000,-47.67917,5.670,0.240,0.0
164.80750,-84.59389,6.190,0.110,0.0
166.22583,-35.80472,5.430,0.030,0.0
166.33292,-27.29361,4.940,0.360,23.3
166.39167,-11.08889,6.090,0.300,0.0
166.26750,-49.39250,6.130,-0.020,0.0
166.49000,-27.28778,5.710,-0.060,0.0
166.52417,-51.21250,6.300,0.950,0.0
166.72583,1.95556,5.520,0.970,28.6
166.66125,-28.72778,6.770,0.040,0.0
166.61417,-50.95667,6.320,1.160,0.0
166.91542,23.32361,6.460,0.160,0.0
166.62208,-58.67528,6.020,1.240,0.0
166.78500,-32.58722,6.590,0.340,0.0
166.63500,-62.42417,4.610,1.030,18.2
166.60083,-64.83972,6.410,0.120,0.0
166.81917,-42.63861,5.150,0.030,0.0
166.97667,-30.17472,6.540,0.600,20.4
166.70792,-70.87806,5.570,-0.050,0.0
167.41625,67.21028,6.060,0.220,0.0
167.06583,-29.97278,6.490,0.030,0.0
167.20458,24.65833,5.680,0.060,0.0
167.32958,36.30944,5.740,1.510,0.0
167.18292,-28.08056,5.440,0.070,90.9
167.41583,44.49861,3.010,1.140,0.0
167.41042,43.20750,5.890,1.570,0.0
167.14750,-58.97500,3.910,1.230,0.0
167.14167,-61.94722,5.130,0.220,111.1
167.47250,-32.36750,5.810,0.040,0.0
168.04583,68.27194,6.400,0.000,0.0
167.93208,14.40028,6.300,0.210,0.0
167.72792,-58.45528,6.880,-0.080,0.0
167.91458,-22.82583,4.480,0.030,19.6
168.18542,54.89417,6.630,0.000,0.0
168.13417,35.81361,6.410,0.610,0.0
168.06167,-32.43389,6.380,1.700,0.0
168.12667,-18.50000,6.130,-0.010,0.0
168.14417,-21.74917,6.400,1.380,0.0
167.87292,-71.43639,6.350,1.370,0.0
168.13792,-49.10111,5.360,0.180,0.0
168.41750,41.08861,6.330,1.150,0.0
168.15000,-60.31750,4.600,0.550,200.0
168.23708,-49.73639,6.110,1.060,0.0
168.31125,-44.37222,5.800,1.660,0.0
168.18833,-64.16972,5.230,-0.060,0.0
168.44000,-0.06972,5.420,-0.030,55.6
168.52708,20.52361,2.560,0.120,20.8
168.50750,8.06056,5.790,1.120,0.0
168.56000,15.42944,3.340,-0.010,38.5
168.41375,-53.23167,5.760,1.320,0.0
168.37833,-59.61944,5.740,-0.100,0.0
168.80083,23.09556,4.630,1.660,100.0
169.01667,52.77306,6.500,0.430,19.2
168.72500,-43.73417,6.210,1.610,0.0
168.96625,13.30750,5.320,1.200,0.0
168.99083,12.84472,6.670,0.270,0.0
169.17458,49.47639,5.880,1.080,0.0
169.16542,-3.65167,4.470,0.210,52.6
169.24250,-7.13472,6.140,0.200,250.0
169.11542,-45.88000,6.310,0.400,62.5
169.32250,2.01056,5.180,1.520,100.0
169.29917,-38.01444,6.270,0.100,0.0
169.41333,-34.73722,6.450,0.400,0.0
169.54542,31.52917,4.870,0.000,7.3
169.54583,31.52917,4.410,0.590,7.3
169.42917,-36.53444,6.680,0.980,0.0
169.61958,33.09417,3.480,1.400,50.0
169.58750,11.98472,6.660,0.070,0.0
169.32917,-67.82361,6.060,1.760,0.0
169.78292,38.18556,4.780,0.120,40.0
169.72917,1.65056,5.910,1.040,0.0
169.83542,-14.77861,3.560,1.120,41.7
170.22417,67.10056,6.210,1.010,0.0
169.81875,-64.58250,5.990,0.460,0.0
169.64292,-79.66861,6.350,0.260,0.0
170.28417,6.02944,4.050,-0.060,0.0
169.90125,-75.14250,6.270,-0.030,0.0
170.45542,57.07500,6.430,0.150,0.0
170.01625,-71.99444,6.410,0.050,0.0
170.25167,-54.49111,3.890,-0.150,90.9
170.71375,64.33056,6.020,0.090,0.0
170.70667,43.48278,4.990,0.990,0.0
170.59625,-44.64583,6.120,0.920,0.0
170.82500,0.13167,6.050,1.460,0.0
170.84125,-18.78000,5.090,0.420,43.5
170.80292,-36.16472,5.000,1.460,40.0
170.48792,-77.60833,6.430,0.200,0.0
170.78375,-56.77944,5.790,0.010,0.0
170.98125,10.52917,3.940,0.410,19.2
171.00958,1.40778,5.390,0.940,0.0
170.84083,-64.95500,5.110,-0.080,100.0
171.15250,-10.85944,4.830,1.560,0.0
171.09208,-42.66917,6.120,-0.180,0.0
171.24542,11.43028,5.800,1.380,0.0
171.22042,-17.68389,4.080,0.210,35.7
171.04625,-72.25667,5.590,0.060,0.0
171.48792,55.85056,5.750,0.000,0.0
171.40167,16.45639,5.570,0.360,0.0
171.37250,-36.06306,5.220,0.990,31.2
171.45833,3.86000,6.370,0.330,0.0
171.38792,-37.74778,5.890,1.540,0.0
171.60625,33.45056,6.320,0.430,0.0
171.43000,-63.97278,5.170,0.500,25.0
171.68875,3.01306,6.500,0.790,18.5
171.64708,-61.11528,5.300,-0.080,0.0
171.78958,-12.35667,5.940,0.490,0.0
171.69708,-53.16000,5.810,0.520,0.0
171.98417,2.85611,4.950,1.000,29.4
171.97375,-1.70000,6.250,1.040,0.0
171.99375,-35.32861,6.450,0.000,0.0
172.26917,61.77833,5.830,0.360,0.0
172.26750,39.33694,5.310,0.010,40.0
172.14625,-42.67417,5.080,-0.030,142.9
172.43125,56.73750,6.280,0.150,0.0
172.07583,-72.47444,6.090,0.160,0.0
172.42458,15.41333,5.740,1.320,0.0
172.55375,54.36167,6.410,0.000,0.0
172.41083,-24.46333,5.760,0.070,47.6
172.96000,81.12722,6.150,0.240,50.0
172.60417,46.65750,6.350,1.270,0.0
172.62958,43.17333,5.940,0.490,0.0
172.57875,-3.00361,4.770,1.540,66.7
172.62083,18.40972,5.520,1.050,38.5
172.85083,69.33111,3.840,1.620,38.5
172.72042,47.92917,6.420,0.880,0.0
172.79250,48.78917,6.560,0.930,0.0
172.93708,14.36444,6.200,0.570,28.6
172.81250,-61.27833,6.380,0.520,0.0
173.08667,61.08250,5.480,0.500,22.2
172.94833,-20.77667,6.240,0.540,0.0
172.94208,-59.44222,5.130,1.080,41.7
172.95333,-59.51583,5.150,0.490,71.4
173.06708,-29.26333,5.810,0.530,76.9
173.06792,-29.26111,5.640,0.530,76.9
173.09708,-26.74667,6.160,1.660,0.0
173.19792,-7.82750,5.950,1.380,0.0
173.20042,-40.43639,5.640,1.580,0.0
173.08292,-66.96222,5.900,1.130,0.0
173.22542,-31.08722,5.040,1.580,52.6
173.25042,-31.85778,3.540,0.940,37.0
173.31083,-16.28056,6.050,0.600,0.0
173.48458,36.81556,6.400,1.050,0.0
173.40542,-40.58694,5.390,0.120,35.7
173.54167,11.02361,6.550,0.180,0.0
173.59167,3.06000,5.770,0.460,22.2
173.67708,16.79694,5.950,-0.160,333.3
173.77042,54.78528,5.630,1.020,0.0
173.62292,-32.83139,5.980,0.810,9.4
173.76583,20.44139,6.450,1.010,0.0
173.69042,-54.26417,4.620,-0.080,0.0
174.01167,69.32278,5.200,1.010,40.0
173.73667,-49.13667,5.500,1.040,29.4
173.80500,-47.37250,5.710,1.660,125.0
173.93083,10.91111,6.560,0.130,0.0
174.07458,27.78111,5.800,0.230,83.3
173.98167,-47.64167,5.250,0.250,45.5
173.94500,-63.01972,3.130,-0.040,0.0
174.17042,-9.80222,4.700,-0.080,0.0
174.14583,-33.57000,5.740,1.020,0.0
174.17000,-37.23778,6.310,0.060,0.0
174.23708,-0.82389,4.300,1.000,52.6
174.09292,-61.05222,5.830,-0.090,0.0
174.25500,-32.98806,6.290,0.460,0.0
174.47083,50.61833,6.140,1.070,0.0
174.25250,-61.28333,5.150,1.120,500.0
174.39125,-47.74722,5.440,1.240,0.0
174.58583,43.62556,5.590,0.330,0.0
174.54083,8.88417,6.170,1.080,0.0
174.31500,-75.89667,5.650,0.350,0.0
174.63958,46.83417,6.100,0.380,0.0
174.70500,64.34694,6.460,0.000,250.0
174.63417,33.62556,6.270,1.320,0.0
174.61500,8.13417,5.360,1.570,0.0
174.60042,-2.43611,6.220,1.120,0.0
174.45167,-67.62028,5.960,1.020,0.0
174.68708,45.10861,6.440,0.560,20.4
174.53042,-61.82639,5.150,-0.020,41.7
174.66708,-13.20194,5.480,0.520,0.0
174.75167,-24.72111,6.420,0.820,0.0
174.96292,-14.46861,6.210,0.000,0.0
174.96000,-16.62028,6.190,1.620,0.0
174.87250,-65.39778,5.170,0.800,166.7
175.11417,57.97056,6.370,-0.120,0.0
175.05333,-34.74472,4.700,-0.070,0.0
175.19625,21.35278,5.260,0.980,0.0
175.26250,34.20167,5.330,0.720,8.4
175.17750,-53.96861,5.960,1.660,0.0
175.28500,-29.19639,6.440,0.660,31.2
175.22333,-62.09000,4.940,1.150,40.0
175.43167,55.17250,6.270,1.490,0.0
175.39292,31.74611,5.730,0.430,38.5
175.33250,-43.09583,5.550,0.000,0.0
175.43333,-32.49972,5.220,1.480,66.7
175.61833,66.74500,5.300,1.280,0.0
175.52167,22.21083,6.590,0.000,0.0
175.51458,-20.29389,6.220,0.950,0.0
175.25500,-83.10000,6.330,1.080,0.0
175.86333,-37.19028,5.980,1.460,0.0
175.73083,-79.30639,6.390,0.900,0.0
175.97958,-6.67722,6.070,0.960,0.0
175.88000,-62.48944,5.030,0.800,27.0
176.05500,25.21833,6.020,1.530,0.0
175.97042,-62.87833,6.100,0.060,0.0
176.19083,-18.35083,4.730,0.970,33.3
176.32125,8.25833,4.850,0.180,25.6
176.30250,-49.06972,6.260,1.170,0.0
176.46500,6.52944,4.030,1.510,71.4
176.51250,47.77944,3.710,1.180,52.6
176.43292,-45.69000,5.290,-0.120,0.0
176.40167,-66.72861,3.640,0.160,0.0
176.73167,55.62833,5.270,1.270,0.0
176.62833,-61.17833,4.110,0.900,90.9
176.62958,-40.50056,4.910,0.660,10.1
176.77917,-35.90694,6.170,0.960,0.0
176.81542,-30.28694,6.480,0.680,15.6
176.82958,-57.69639,5.410,1.670,250.0
176.99625,20.21889,4.530,0.550,45.5
176.97875,8.24583,5.320,0.020,58.8
177.09792,-10.31333,6.260,0.580,0.0
177.05958,-66.81472,4.720,1.540,76.9
177.16125,14.28417,5.880,0.290,18.9
177.18792,-26.74972,5.110,1.600,52.6
177.25500,-0.31861,6.150,0.520,0.0
177.26500,14.57194,2.140,0.090,12.2
177.31208,16.24278,6.040,0.270,0.0
177.42375,34.93167,5.700,0.460,0.0
177.42125,-63.78833,4.320,-0.150,0.0
177.48583,-70.22583,4.970,1.400,111.1
177.58125,-15.86389,6.130,0.950,0.0
177.67375,1.76472,3.610,0.550,9.6
177.61333,-62.64944,5.700,0.260,0.0
177.65458,-27.27778,6.480,0.980,0.0
177.73042,12.27889,6.350,0.270,0.0
177.75917,-5.33333,5.640,1.060,0.0
177.78917,33.37500,6.270,0.320,0.0
177.78625,-45.17361,4.460,1.300,45.5
177.84125,-12.18778,6.350,0.400,0.0
177.92333,-30.83500,5.850,0.560,52.6
177.96333,-65.20611,4.900,-0.110,0.0
178.24500,37.71861,6.450,0.750,8.6
178.04208,-56.98778,5.570,0.070,0.0
178.22750,-33.90806,4.280,-0.100,100.0
178.36167,-35.06667,6.170,0.080,0.0
178.45750,53.69472,2.440,0.000,35.7
178.45958,0.55194,6.300,0.200,0.0
178.54792,-57.41000,6.060,0.050,0.0
178.60750,-37.74889,6.460,0.520,19.2
178.67708,-25.71389,5.300,0.880,31.2
178.76292,8.44389,5.580,0.940,0.0
178.77375,46.47694,6.540,0.100,333.3
178.79667,46.46972,7.030,0.010,333.3
178.80875,36.75639,6.490,1.580,0.0
178.74917,-63.27889,5.910,0.190,0.0
178.91875,15.64667,5.530,0.110,0.0
178.91708,-28.47694,5.930,1.500,0.0
178.99333,56.59861,5.840,1.100,0.0
179.00375,-17.15083,5.180,-0.020,43.5
178.97792,-39.68917,6.130,1.020,0.0
179.22167,61.54917,6.220,0.960,0.0
179.18292,-47.07250,6.260,0.400,0.0
179.26542,-33.31528,6.210,-0.040,0.0
179.31083,40.34361,6.620,0.460,0.0
179.41708,-62.44889,5.570,-0.150,0.0
179.53000,32.27389,6.420,0.290,0.0
179.58583,61.46472,6.760,0.000,0.0
179.56333,-56.31722,5.440,-0.080,0.0
179.58458,-40.94722,6.790,0.970,0.0
179.69875,-64.33917,5.610,0.180,0.0
179.72667,-25.90889,6.430,0.030,0.0
179.76417,0.53056,6.170,1.260,0.0
179.82333,33.16750,5.960,1.150,0.0
179.79542,-51.69667,6.050,1.280,0.0
179.90542,-78.22194,4.910,-0.060,83.3
179.98833,34.03500,6.500,0.220,0.0
179.98708,3.65528,5.370,0.000,62.5
180.07750,80.85306,6.170,1.610,0.0
180.18542,-10.44611,5.550,0.770,12.5
180.17708,-21.83722,6.280,1.220,0.0
180.21833,6.61417,4.660,0.130,47.6
180.21333,-19.65889,5.260,-0.200,0.0
180.25750,-1.76806,6.310,1.210,0.0
180.37083,-57.50361,6.160,0.000,0.0
180.41458,36.04194,5.590,1.010,35.7
180.52833,43.04556,5.210,0.260,52.6
180.58375,-85.63167,6.050,1.290,0.0
180.61917,-71.48889,6.420,1.170,0.0
180.65708,-69.19222,5.890,-0.080,0.0
180.71500,-7.68361,6.220,1.490,0.0
180.75625,-63.31278,4.330,0.270,47.6
180.91500,-42.43417,5.150,0.410,25.6
180.93458,-74.21389,6.440,1.230,0.0
181.06917,21.45917,5.870,0.220,200.0
181.08000,-63.16556,4.720,-0.080,0.0
181.16125,-68.32917,5.350,-0.010,62.5
181.19375,-76.51917,5.040,1.490,333.3
181.11708,85.58722,6.270,0.590,0.0
181.23792,-60.96917,5.960,1.670,0.0
181.30208,8.73306,4.120,0.980,25.6
181.31292,76.90583,5.800,1.010,71.4
181.41542,62.93306,6.130,1.170,0.0
181.47167,-65.54722,6.330,0.220,0.0
181.48625,-35.69389,6.230,-0.080,0.0
181.49917,-3.13167,6.370,1.000,0.0
181.58250,-68.65083,6.230,1.240,0.0
181.59625,-65.70917,6.060,0.650,0.0
181.72042,-64.61361,4.150,0.340,18.9
181.95750,-75.36694,5.180,1.300,50.0
182.02167,-50.66139,4.470,-0.150,0.0
182.02000,-50.76333,6.370,-0.050,0.0
182.06125,-48.69278,5.340,-0.010,0.0
182.08958,-50.72250,2.600,-0.120,38.5
182.10250,-60.84722,6.220,1.740,0.0
182.10333,-24.72889,4.020,0.320,14.3
182.22417,-44.32611,5.750,0.240,0.0
182.22708,-41.23139,5.480,-0.070,0.0
182.42208,1.89778,5.950,1.120,111.1
182.44708,74.66139,6.350,0.500,0.0
182.51042,-34.70500,6.170,0.030,166.7
182.51417,5.80694,5.720,0.350,52.6
182.53125,-22.61972,3.000,1.330,37.0
182.64083,-37.87028,6.060,0.200,0.0
182.63167,16.80917,6.390,0.060,0.0
182.69208,27.28139,6.010,0.110,0.0
182.77042,-61.27750,6.080,0.390,0.0
182.76625,-23.60250,5.460,0.060,43.5
182.76208,-45.42278,6.610,1.080,0.0
182.88083,-51.35944,6.230,0.820,0.0
182.91292,-52.36861,3.960,-0.150,31.2
182.75000,81.71000,6.000,1.620,0.0
182.96333,25.87028,5.660,1.410,0.0
182.93708,57.05444,6.430,0.000,0.0
183.00500,28.53611,6.490,0.360,0.0
183.03875,20.54194,5.570,0.950,0.0
183.09167,-62.95083,5.920,0.290,0.0
183.19500,-70.15194,6.170,0.840,0.0
183.04958,77.61639,5.140,0.330,32.3
183.30417,-34.12556,6.500,1.660,0.0
183.35542,-38.92917,5.760,-0.130,0.0
183.48208,-78.57361,6.350,1.240,0.0
183.35792,10.26222,5.850,0.270,0.0
183.40292,-33.79278,6.330,0.080,0.0
183.51083,-45.72389,5.310,1.430,142.9
183.57000,-64.40861,6.220,0.120,0.0
183.68083,53.43472,6.160,1.040,0.0
183.74833,-20.84417,5.830,1.050,0.0
183.78625,-58.74889,2.800,-0.230,333.3
183.79417,-10.31250,6.110,0.460,29.4
183.87708,-41.91306,6.260,1.010,40.0
183.78542,70.20000,5.710,1.190,76.9
183.85667,57.03250,3.310,0.080,16.4
183.94583,-23.35361,6.540,0.450,62.5
183.95167,-17.54194,2.590,-0.110,0.0
184.00083,14.89889,5.100,0.060,38.5
184.09792,-72.61472,6.220,-0.010,0.0
183.92250,72.55083,6.290,1.140,0.0
184.03167,40.66028,5.660,1.550,250.0
184.08542,23.94528,4.950,0.970,166.7
184.12542,33.06139,5.000,1.140,45.5
184.27500,-65.69278,6.060,0.030,0.0
184.26375,-16.69361,6.050,0.100,0.0
184.39208,-67.96083,4.110,1.580,21.7
184.37292,53.19111,5.810,1.300,0.0
184.37708,28.93722,5.700,0.160,0.0
184.58625,-79.31222,4.260,-0.120,0.0
184.44708,-36.09389,6.150,0.010,250.0
184.43458,15.14417,6.340,1.370,0.0
184.53792,-3.95444,6.990,0.360,62.5
184.54000,-3.94861,6.540,0.330,62.5
184.60875,-64.00306,4.040,-0.170,0.0
184.63167,30.24917,6.230,0.300,0.0
184.66792,-0.78722,5.900,0.170,0.0
184.74875,-55.14306,5.000,1.590,100.0
184.21417,86.43611,6.330,0.430,27.0
184.75875,26.00778,6.480,0.180,0.0
184.82958,23.03472,6.270,0.170,0.0
183.83458,87.70000,6.280,0.350,0.0
184.70792,75.16056,5.380,-0.020,55.6
184.87333,28.15694,6.330,0.500,40.0
184.97667,-0.66694,3.890,0.020,62.5
184.95292,48.98417,5.290,1.660,0.0
185.04458,-22.17556,5.970,0.820,125.0
185.11667,-65.84278,6.210,-0.040,0.0
185.08208,26.61944,5.540,1.090,0.0
185.07375,26.00194,6.150,0.300,16.7
185.08750,3.31250,4.960,1.160,0.0
185.14042,-22.21583,5.210,-0.100,0.0
185.17917,17.79278,4.740,1.010,0.0
185.17208,27.05472,7.130,0.360,125.0
185.23208,-13.56556,5.140,1.050,50.0
185.34000,-60.40111,3.590,1.420,38.5
185.21167,57.86389,5.550,1.430,0.0
185.48958,-56.37472,5.920,1.570,0.0
185.53042,-67.52194,5.150,0.190,142.9
185.54958,-68.30750,5.740,1.040,0.0
185.54500,24.77389,6.190,-0.010,0.0
185.70542,-57.67611,5.390,-0.100,0.0
185.62625,25.84611,4.810,0.490,71.4
185.63333,5.30556,6.400,0.600,37.0
186.40625,-86.15056,6.330,1.080,0.0
185.80750,-67.63167,6.360,0.890,76.9
185.84000,-24.84056,5.680,1.160,0.0
185.89750,-35.41278,5.320,-0.080,0.0
185.90375,-39.30306,6.400,0.290,0.0
185.93708,-38.91111,5.790,-0.080,0.0
185.94583,42.54278,6.060,0.330,0.0
186.00625,51.56222,4.800,0.870,26.3
186.07708,26.09861,5.180,0.080,111.1
186.18625,-41.38417,6.250,1.180,0.0
186.11125,25.58278,6.420,0.270,90.9
186.32208,-65.77056,6.300,0.960,0.0
186.28542,-42.51444,6.110,0.650,0.0
186.29875,-11.61028,5.950,0.030,0.0
186.32667,-27.74917,6.090,1.270,0.0
186.34083,-35.18639,5.730,-0.060,0.0
186.31292,23.92611,6.030,1.100,142.9
186.26333,56.77750,5.810,1.620,0.0
186.27667,63.80278,6.320,0.910,0.0
186.46208,39.01861,5.020,0.960,33.3
186.62875,-63.12250,4.860,-0.120,0.0
186.64958,-63.09917,1.330,-0.240,125.0
186.65208,-63.09944,1.730,-0.260,125.0
186.63167,-51.45083,4.820,-0.140,0.0
186.60042,27.26833,4.950,0.270,71.4
186.70083,-48.91333,6.260,0.680,25.0
186.71542,-32.83000,5.550,0.010,0.0
186.85250,-63.78917,6.000,0.070,0.0
186.73458,28.26833,4.360,1.130,333.3
186.74708,26.82556,5.000,0.080,41.7
186.86958,-58.99194,5.500,1.450,142.9
186.60083,71.92972,6.240,1.060,200.0
186.92542,8.61028,6.370,0.930,0.0
186.95583,-16.63194,6.350,0.840,0.0
187.01000,-50.23056,3.910,-0.190,0.0
187.07875,-64.34139,6.040,0.020,0.0
186.89625,55.71278,5.700,1.550,0.0
186.96500,-4.61528,6.220,0.440,0.0
187.10625,-61.79528,6.220,1.260,0.0
187.09375,-39.04139,5.440,-0.080,0.0
187.13917,-56.40778,6.150,0.920,47.6
187.15875,26.22667,6.540,0.170,0.0
187.18583,25.89917,6.650,0.220,0.0
187.22792,25.91278,5.290,-0.050,47.6
187.36208,24.10889,5.480,0.430,0.0
187.47458,-56.52472,5.800,1.560,0.0
187.49125,-41.73611,6.020,1.520,0.0
187.43000,20.89611,5.690,0.070,0.0
187.46625,-16.51556,2.950,-0.050,41.7
187.52000,-13.39306,6.350,0.560,20.4
187.57292,-23.69667,5.630,1.670,0.0
187.48875,58.40583,5.350,0.200,25.6
187.51208,51.53556,6.210,0.510,28.6
187.51792,58.76750,6.080,0.980,0.0
187.79125,-57.11333,1.630,1.590,0.0
187.81958,-57.08111,6.420,0.160,0.0
187.52792,69.20111,4.950,1.620,62.5
187.75250,24.56722,5.460,0.050,0.0
187.70875,53.07667,6.210,0.540,0.0
187.91792,-59.42389,5.480,0.630,100.0
188.04167,-73.00167,5.880,1.110,0.0
187.83917,7.60417,6.050,1.520,0.0
187.98250,-63.50611,5.950,0.270,0.0
187.91125,-5.05250,6.190,1.040,0.0
188.11667,-72.13306,3.870,-0.150,0.0
188.01875,-32.53361,6.460,0.200,0.0
188.01750,-16.19611,4.310,0.380,19.2
188.15000,-13.85917,5.740,0.400,0.0
188.26208,10.29556,6.260,0.950,0.0
188.34333,-19.79194,6.260,0.290,0.0
188.39292,-12.83028,5.580,0.860,0.0
188.39250,24.28306,6.290,0.110,0.0
188.44500,-9.45194,5.480,-0.030,52.6
188.49667,-49.90944,6.380,0.460,0.0
188.41208,33.24750,5.420,1.000,30.3
188.44750,33.38472,6.240,1.050,17.9
188.43542,41.35750,4.260,0.590,8.5
188.59667,-23.39667,2.650,0.890,29.4
188.37083,69.78833,3.870,-0.130,76.9
188.67625,-44.67333,5.770,0.700,47.6
188.71292,22.62917,4.810,0.000,250.0
188.87083,-61.84194,6.220,0.730,0.0
188.77625,18.37722,6.560,0.250,500.0
188.78250,18.37694,5.020,1.150,500.0
188.78375,21.88139,5.850,1.220,0.0
188.93958,-41.02194,5.130,0.220,41.7
188.68333,70.02194,4.940,1.310,0.0
189.00500,-39.87000,5.800,0.010,0.0
